age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,age_cat,sex_cat,income,age_cat_private,sex_cat_private
Senior, Private,120959, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Self-emp-not-inc,193434, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,1,1,0,1,1
Senior, Private,239753, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2057,20, United-States,1,0,0,1,0
Senior, Private,186420, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,102025, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States,1,1,0,1,1
Senior, Private,178341, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,4064,0,60, United-States,1,1,0,1,1
Senior, Private,125892, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,143058, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1,1,0,1,1
Senior, Federal-gov,196456, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,1,0,0,1,0
Junior, Private,146268, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,0,0,0,0,0
Junior, Private,104112, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti,0,1,0,0,1
Junior, Private,94395, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,1,0,0,1
Senior, Private,211435, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,162098, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States,1,0,0,1,0
Senior, Private,186991, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,170797, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,209867, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,13550,0,45, United-States,1,0,1,1,0
Senior, Private,181659, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States,1,1,0,1,1
Senior, Private,190367, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,1,1,0,1,1
Senior, Self-emp-not-inc,155106, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,1,1,1
Senior, Private,29145, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Junior, Private,92864, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0,0,0,0,0
Junior, Private,267471, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,0,0,0,0,0
Senior, Private,222011, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,1,0,1,1,0
Junior, Private,117959, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4386,0,40, United-States,0,1,1,0,1
Junior, Private,32311, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,0,0,0,0,0
Senior, Private,275446, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States,1,1,0,1,1
Senior, Self-emp-not-inc,117012, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,1,0,0,1,0
Senior, Private,131088, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States,1,1,0,1,1
Senior, Local-gov,222572, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,43, United-States,1,0,0,1,0
Junior, Private,164920, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0,0,0,0,0
Senior, Private,106014, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,1,1,0,1,1
Senior, Local-gov,90934, Assoc-voc,11, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,239058, 12th,8, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,50, United-States,1,0,0,1,0
Senior, Local-gov,305714, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,70, United-States,1,0,0,1,0
Senior, Private,214993, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,190762, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,18, United-States,1,1,0,1,1
Senior, Private,79387, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,1,1,1,1,0
Senior, Private,156300, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States,1,0,0,1,0
Senior, State-gov,343642, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1,0,1,1,0
Senior, Self-emp-not-inc,102631, Some-college,10, Widowed, Farming-fishing, Unmarried, White, Female,0,0,50, United-States,1,0,0,1,0
Senior, Private,334679, Masters,14, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,42, India,1,0,0,1,0
Senior, Private,515629, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,334946, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,1,1,0,1,1
Senior, Local-gov,184620, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,192779, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,159960, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Local-gov,134886, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1740,35, United-States,1,0,0,1,0
Senior, Private,239755, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,183523, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1,1,1,1,1
Senior, Private,119004, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2179,40, United-States,1,0,0,1,0
Senior, Federal-gov,166626, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1,1,1,1,1
Senior, Private,146919, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1,0,1,1,0
Senior, Private,147393, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States,1,1,0,1,1
Senior, Private,186078, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States,1,0,0,1,0
Senior, Private,151087, HS-grad,9, Separated, Prof-specialty, Other-relative, Other, Female,0,0,40, Puerto-Rico,1,0,0,1,0
Senior, Private,28572, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,1,0,1,1
Junior, Private,32276, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,28, United-States,0,1,0,0,1
Senior, Private,101146, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,4650,0,40, United-States,1,0,0,1,0
Junior, Private,56582, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,0,1,0,0,1
Senior, Private,392812, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,1,1,1,1,1
Senior, Self-emp-not-inc,443546, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Federal-gov,267546, Assoc-acdm,12, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1,0,1,1,0
Senior, Self-emp-not-inc,222162, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,199448, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,1,0,0,1,0
Junior, Local-gov,295289, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States,0,0,0,0,0
Senior, Private,219815, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,119409, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Columbia,1,0,0,1,0
Junior, Private,234108, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0,1,0,0,1
Senior, Self-emp-inc,213574, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2635,0,10, United-States,1,1,0,1,1
Senior, Private,228873, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1,1,1,1,1
Junior, Private,106273, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,38, United-States,0,0,0,0,0
Senior, Private,225978, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,1,1,0,1,1
Junior, Private,228452, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0,1,0,0,1
Senior, Private,79303, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,1,1,0,1,1
Senior, Private,78247, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,1,0,1,1
Senior, Self-emp-not-inc,112271, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,1,1,1,1
Senior, Private,255004, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,1,1,0,1,1
Senior, State-gov,342834, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Self-emp-inc,192894, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States,1,1,1,1,1
Junior, Private,200593, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0,1,0,0,1
Senior, Local-gov,128054, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Local-gov,256864, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Junior, Self-emp-not-inc,112137, Some-college,10, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,20, South,0,0,0,0,0
Senior, Private,227214, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Ecuador,1,1,0,1,1
Senior, Private,375482, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,166193, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,182178, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2829,0,40, United-States,1,1,0,1,1
Senior, Private,250724, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Jamaica,1,1,0,1,1
Junior, Private,308334, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States,0,0,0,0,0
Senior, Private,635913, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States,1,1,1,1,1
Senior, Private,321758, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,1,1,1,1
Junior, Private,113760, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0,0,0,0,0
Senior, Private,294991, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Local-gov,202733, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,70, United-States,1,1,1,1,0
Junior, State-gov,157028, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,1,0,0,1
Senior, Private,169240, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States,1,0,0,1,0
Senior, Local-gov,190660, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1,1,1,0,1
Senior, State-gov,194068, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States,1,1,1,1,1
Senior, Private,113151, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1,1,0,1,1
Senior, Self-emp-not-inc,140583, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,1,1,0,1,1
Senior, Private,109996, Assoc-acdm,12, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,40, United-States,1,0,0,1,0
Junior, Private,202959, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0,0,0,0
Senior, Federal-gov,195433, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,1,1,0,1,1
Junior, Private,170800, Some-college,10, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States,0,0,0,0,0
Senior, Private,34701, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,212245, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,51025, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Local-gov,287233, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States,1,0,1,1,0
Senior, Local-gov,247676, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,5455,0,45, United-States,1,0,0,1,0
Senior, Local-gov,294313, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,55, United-States,1,0,0,1,0
Senior, Self-emp-inc,130329, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,1,1,0,1,1
Senior, Private,177211, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,118853, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Junior, Private,125491, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Vietnam,0,0,0,0,0
Senior, Private,332401, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States,1,1,1,1,1
Senior, Private,290213, Some-college,10, Separated, Farming-fishing, Own-child, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,120201, HS-grad,9, Divorced, Adm-clerical, Own-child, Other, Female,0,0,65, United-States,1,0,0,1,1
Junior, State-gov,152503, Some-college,10, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,0,1,0,0,1
Senior, Private,98076, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,1,1,1,1
Senior, Private,201519, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1,0,1,1,0
Senior, Private,260578, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,1,0,1,1,0
Senior, Private,100451, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,38, United-States,1,1,1,1,1
Senior, Private,203488, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States,1,1,0,1,1
Senior, Local-gov,183000, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1,1,0,1,1
Senior, Private,281852, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,80, United-States,1,1,0,1,1
Senior, Private,166988, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1,0,1,1,0
Senior, Private,69586, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,159008, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,20, United-States,1,1,1,1,1
Junior, Private,309055, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States,0,0,0,0,0
Senior, State-gov,277635, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,1,0,0,1,0
Senior, Local-gov,187127, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,201112, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,55, United-States,1,0,1,1,0
Senior, Local-gov,51543, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States,1,1,0,1,1
Senior, Private,126569, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States,1,1,1,1,1
Senior, Private,282744, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Canada,1,1,0,1,1
Senior, Private,332243, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,1,1,0,1,1
Senior, Private,226875, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States,1,1,0,1,1
Junior, Private,214399, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States,0,0,0,0,0
Senior, State-gov,188386, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1,1,1,1,1
Senior, Private,69491, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,197810, Masters,14, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,169117, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,1887,40, United-States,1,0,1,1,0
Senior, Private,161141, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,1,1,0,1,1
Senior, Private,191196, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,76893, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,233130, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador,1,1,0,1,1
Senior, Private,213887, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Self-emp-not-inc,212041, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,1,1,0,1,1
Senior, Private,338620, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States,1,1,1,1,1
Senior, Private,35224, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Junior, Private,183594, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0,1,0,0,1
Senior, Private,221366, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, Germany,1,1,0,1,1
Senior, Private,131681, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,1,1,1,1
Senior, Private,248754, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,170154, Assoc-acdm,12, Separated, Exec-managerial, Unmarried, White, Female,25236,0,50, United-States,1,0,1,1,0
Senior, Private,274010, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,1,1,0,1,1
Junior, Private,232591, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0,1,0,0,1
Senior, Private,296462, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,30, United-States,1,1,0,1,1
Senior, Private,174938, Bachelors,13, Divorced, Tech-support, Unmarried, White, Male,0,0,20, United-States,1,1,0,1,1
Senior, Private,71800, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,41, United-States,1,0,0,1,0
Junior, Federal-gov,39603, Some-college,10, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,0,1,0,0,1
Senior, Federal-gov,221532, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,1,1,1
Senior, Private,168837, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,24, Canada,1,0,1,1,0
Junior, Private,118938, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,18, United-States,0,1,0,0,1
Senior, Private,349151, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Junior, Private,115839, 12th,8, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,0,0,0,0,0
Senior, Private,231638, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,1,0,0,1,0
Junior, State-gov,147719, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India,0,1,0,0,1
Junior, Private,278304, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,0,0,0,0,0
Senior, Private,356067, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Self-emp-inc,129432, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,1,1,1,1,1
Senior, Private,37232, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,80, United-States,1,1,0,1,1
Senior, Private,190767, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,405913, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru,1,1,1,1,1
Junior, Private,69739, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0,1,0,0,1
Junior, Private,198996, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0,0,0,0
Senior, Private,146659, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States,1,1,1,1,1
Senior, Federal-gov,125796, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,1,1,0,1,1
Junior, Local-gov,334267, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0,1,1,0,1
Junior, Private,263338, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0,1,0,0,1
Senior, Private,199018, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,1,1,1,1
Senior, Private,232132, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,1,1,1,1,1
Senior, Private,198282, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,1,1,1,1,1
Senior, Private,113440, Bachelors,13, Divorced, Exec-managerial, Own-child, White, Male,0,0,60, United-States,1,1,0,1,1
Senior, Local-gov,189269, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,206139, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1,1,1,1,1
Senior, Federal-gov,307555, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,1,1,1,1,1
Senior, Private,128509, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,38, El-Salvador,1,0,0,1,0
Senior, Private,314007, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,40, United-States,1,1,0,1,1
Senior, Private,192614, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States,1,1,0,1,1
Senior, Self-emp-not-inc,277488, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,84, United-States,1,1,0,1,1
Senior, Private,86220, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,1,0,0,1,0
Senior, Private,107160, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Junior, Private,243190, Assoc-acdm,12, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Male,8614,0,40, United-States,0,1,1,0,1
Senior, Self-emp-not-inc,27939, Some-college,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States,1,1,0,1,1
Senior, Self-emp-not-inc,156800, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,1,0,1,1
Senior, Private,229523, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,56, United-States,1,0,0,1,0
Senior, Local-gov,331482, Assoc-acdm,12, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,85625, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States,1,1,0,1,1
Senior, Private,222205, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1,0,1,1,0
Senior, Private,53197, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States,1,1,1,1,1
Senior, Private,295282, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,1,1,0,0,1
Senior, State-gov,272944, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,179468, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Junior, Private,212619, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0,1,0,0,1
Senior, Private,126675, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1,1,1,1,1
Senior, Private,27153, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,1,1,0,1,1
Junior, Private,177526, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,1,0,0,1
Senior, Local-gov,59612, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,1,1,1,1
Senior, Local-gov,22641, HS-grad,9, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,1,1,0,1,1
Senior, Private,108658, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,1,1,0,1,1
Junior, Private,362826, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States,0,1,0,0,1
Senior, Private,130807, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1,1,0,1,1
Senior, Self-emp-inc,222615, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1,1,0,1,1
Senior, Private,106698, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States,1,0,0,1,0
